"#";"Url";"Google cachedate";"Pinterest Pin count";"Google index";"Yahoo index";"Bing index";"SEMrush Rank";"SEMrush SE Traffic price";"Yandex IKS";"Yandex index";"Baidu index";"SEMrush backlinks";"SEMrush subdomain backlinks";"SEMrush root domain backlinks"
"1";"https://immortalh5.com";"n/a";"0";"2";"n/a";"43 ";"n/a";"n/a";"n/a";"n/a";"n/a";"23";"24";"24"
